element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon_truck,Stored Biogenic Carbon_rail,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_16,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,221.08381314036,0.0,0.0,0.0,0.0,0.0,1.1289386202912002,0.06585475285032001,36.22011406767601
Element_17,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,883.8103743671401,0.0,0.0,0.0,0.0,0.0,5.5716545252148,0.33020508448158004,182.401696139874
Element_18,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,218.95993576022997,0.0,0.0,0.0,0.0,0.0,1.3732162511675998,0.08135555523815999,44.935684015593
Element_19,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,131.12032310796,0.0,0.0,0.0,0.0,0.0,0.6695505860832001,0.03905711752152,21.481414636836003
Element_20,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,590.53908283524,0.0,0.0,0.0,0.0,0.0,3.0155187208608,0.17590525871687998,96.747892294284
Element_21,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,37.07573190966,0.0,0.0,0.0,0.0,0.0,0.18932288634720001,0.01104383503692,6.074109270306001
Element_22,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,598.01327300496,0.0,0.0,0.0,0.0,0.0,3.0536847983232,0.17813161323552,97.972387279536
Element_23,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,13.723936531200001,0.0,0.0,0.0,0.0,0.0,0.07007967590400001,0.0040879810944,2.24838960192
Element_24,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",A4: Transportation,Regionally-Specific Distances,5654.047414346101,0.0,0.0,0.0,0.0,0.0,28.871731477512004,1.6841843361882,926.30138490351
Element_25,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,A4: Transportation,Regionally-Specific Distances,211.32638472036,0.0,0.0,0.0,0.0,0.0,1.0791134538912002,0.06294828481032,34.621556645676
Element_26,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,A4: Transportation,Regionally-Specific Distances,276.69684371249997,0.0,0.0,0.0,0.0,0.0,1.4129200530000001,0.08242033642499999,45.33118503375
