element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_16,75,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Exterior finish,"6"" x 1' Tulipwood/Poplar lumber","Tulipwood lumber, 1 inch",25945,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,61982.610542993585,-96977.221,0.0,91326.4,265.6337706450736,23.453067204295962,5590.221012362777,2.9992601852863764e-05
Element_17,76,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Exterior finish,Water based stain,"Wood stain, water based",208,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,596.9027980664321,4.438720000000001,0.0,0.0,1.4299698965094394,0.1450269372963836,40.85051151301119,2.7678330315750407e-07
Element_18,77,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Support,Aluminum extrusion,"Aluminum extrusion, AEC - EPD",2717,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,45503.18038218295,-478.431096,0.0,0.0,281.07143291582787,6.338379894756624,2831.0979783661437,8.942501819909945e-06
Element_19,78,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,23913.475633089816,-446.06716,0.0,0.0,126.71515463279904,5.5200568705799435,1930.2867697189695,0.0005224048135779728
Element_20,79,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,12695.049061675023,47.30175999999997,0.0,0.0,59.161207978766086,3.250900257094687,884.3097984020784,3.6961478629685286e-06
Element_21,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,38755.5151210421,-1447.6862400000002,0.0,0.0,163.02482901595968,14.610903680097648,2347.216503553707,0.0013666608566369792
Element_22,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,23105.83161582281,-56.38496000000015,0.0,0.0,43.860497672286726,2.6448685008833914,1116.7203214858655,1.662465514879395e-05
Element_23,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,2846.442520268336,55.99000000000001,0.0,0.0,10.97284653328512,0.5758341894416313,216.0555811928976,6.58670365569392e-07
Element_24,83,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,RICS Replacement Rates,550.18121485824,1.9756799999999999,0.0,0.0,1.0674489950208,0.0870814580428796,429.887489923584,1.5509299091328e-07
Element_25,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Glazing: triple pane IGU,B2-B5: Replacement,RICS Replacement Rates,79869.5320482826,504.32329999999985,0.0,0.0,595.273304230592,26.0744919447012,8185.759510835661,4.71326798459647e-05
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,RICS Replacement Rates,82287.49552971366,-1016.1933600000001,0.0,0.0,229.49782238789953,23.203726110127473,3243.4558215701095,5.893777302117432e-06
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,RICS Replacement Rates,69138.7306810775,-2485.9642,0.0,0.0,266.6506497438,23.937458547555,3211.20024615525,0.0031488011763331
