element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,76,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR6,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_11,77,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR6,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_12,31,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,39311.74280468364,-308.74721224999996,0.0,0.0,154.4504248869484,7.10037260238449,2299.8088882614697,0.0004888094304812424
Element_13,32,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Exterior finish,"4"" granite veneer","Stone slab, granite",624440,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,430910.4789450464,-206.06519999999878,0.0,0.0,4198.882933038534,163.68962583724786,75067.58692248633,0.00020477444643733
Element_14,33,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Exterior finish,Type S mortar,Mortar type S,22658,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,7950.673410445656,-112.04380999999995,0.0,0.0,19.407047503339523,1.3332137811114722,477.2083887113097,6.146365422556433e-06
Element_15,34,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,35870.21344963472,-669.1007400000001,0.0,0.0,190.07273194919858,8.280085305869918,2895.430154578454,0.0007836072203669591
Element_16,35,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Insulation,"4"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,16501.237791671774,-836.5385600000001,0.0,0.0,119.08561925108991,3.022366939646912,699.0918548058015,0.0004041459333444011
Element_17,36,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,6347.5245308375115,23.650879999999987,0.0,0.0,29.580603989383043,1.6254501285473435,442.1548992010392,1.8480739314842643e-06
Element_18,37,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,19377.75756052105,-723.8431200000001,0.0,0.0,81.51241450797984,7.305451840048824,1173.6082517768534,0.0006833304283184896
Element_19,38,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,1423.221260134168,27.995000000000005,0.0,0.0,5.48642326664256,0.28791709472081567,108.0277905964488,3.29335182784696e-07
Element_20,39,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,11552.915807911406,-28.192480000000074,0.0,0.0,21.930248836143363,1.3224342504416957,558.3601607429327,8.312327574396974e-06
Element_21,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Glazing: triple pane IGU,B2-B5: Replacement,159739.0640965652,1008.6465999999997,0.0,0.0,1190.546608461184,52.1489838894024,16371.519021671322,9.42653596919294e-05
Element_22,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,123431.2432945705,-1524.29004,0.0,0.0,344.2467335818493,34.80558916519121,4865.1837323551645,8.840665953176148e-06
Element_23,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,103708.09602161625,-3728.9462999999996,0.0,0.0,399.9759746157,35.9061878213325,4816.800369232875,0.00472320176449965
