element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_14,73,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,14547.652375407712,-743.57008,0.0,0.0,105.23971067016703,2.650814280759744,601.7839634178591,0.00035850784317873163
Element_15,74,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,38808.90607912243,-308.74721224999996,0.0,0.0,151.8827479904656,6.950591450089659,2217.429254499313,0.0004857710128204045
Element_16,75,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Exterior finish,"6"" x 1' Tulipwood/Poplar lumber","Tulipwood lumber, 1 inch",25945,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,30164.52368099786,-48488.6105,0.0,45663.2,128.5950218816912,11.48025823476532,2659.6590541209257,1.0000429188097919e-05
Element_17,76,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Exterior finish,Water based stain,"Wood stain, water based",208,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,309.56197854982406,2.2193600000000004,0.0,0.0,0.7717198223820797,0.0758230029722878,22.245499634758396,2.05527919296128e-07
Element_18,77,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Support,Aluminum extrusion,"Aluminum extrusion, AEC - EPD",2717,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,22901.46944263721,-239.215548,0.0,0.0,141.30105731687092,3.2138348308174685,1440.1036750746073,5.3769042597207094e-06
Element_19,78,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,11811.897497696606,-223.03358,0.0,0.0,62.61796717759968,2.716884510526648,941.4142262396565,0.0002603272014580733
Element_20,79,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,6251.369627225009,23.650879999999987,0.0,0.0,29.08960022625536,1.5968082423648957,426.4018618006928,1.267052811783176e-06
Element_21,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,18925.01093034737,-723.8431200000001,0.0,0.0,79.20051682198655,7.170591141699216,1099.4348676845689,0.0006805946827233975
Element_22,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,11094.438965274272,-28.192480000000074,0.0,0.0,19.58909049076224,1.1858666802944637,483.2479971619552,5.5419568656959834e-06
Element_23,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,1450.410130201252,27.995000000000005,0.0,0.0,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_24,83,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Rainscreen: wood,B2-B5: Replacement,281.49511114368,0.9878399999999999,0.0,0.0,0.5664283462656,0.045448453532159795,215.992993442688,1.1624604981696005e-07
Element_25,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Glazing: triple pane IGU,B2-B5: Replacement,167534.2184448478,1008.6465999999997,0.0,0.0,1230.351651941776,54.470944759103595,17648.59750000698,0.0001413679944772966
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,122945.19260971366,-1524.29004,0.0,0.0,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,103071.69328107749,-3728.9462999999996,0.0,0.0,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
