element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,End-of-life: C2-C4,35227.1569,0.0,,79.9822545,4.05593072,1590.90386,3.18180772e-09
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,End-of-life: C2-C4,874.5778,-13.053400000000034,,3.981287,0.20167503,78.97306999999999,1.5859881e-10
Element_12,0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Exterior finish,"Fluoropolymer coating, metal stock","Fluoropolymer coating, metal stock",479,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,21.4592,-0.383200000000001,,0.097237,0.0049337,1.93037,3.87511e-12
Element_13,1,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Insulation,"5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10981,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,491.9488,-8.784800000000024,,2.229143,0.11310429999999999,44.253429999999994,8.883629e-11
Element_14,2,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,22.8032,,,0.103327,0.0052426999999999994,2.0512699999999997,4.11781e-12
Element_15,3,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,13.4176,-0.2545749999999997,,0.06094825,0.00308485,1.2084825,2.4259499999999998e-12
Element_16,4,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,1372.8512,-24.515200000000064,,6.220732,0.3156332,123.49531999999999,2.4790996e-10
Element_17,5,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Exterior finish + support,Steel curtain wall system,"Stainless steel, extruded, chromium 18/8",31445,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,28.17472,-0.5345649999999994,,0.12798115,0.00647767,2.5376114999999997,5.09409e-12
Element_18,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",End-of-life: C2-C4,2431.52,-43.420000000000115,,11.017825,0.5590324999999999,218.72824999999997,4.3908475e-10
Element_19,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,End-of-life: C2-C4,485.1392,-8.663200000000023,,7.526155,2.869685,63.133070000000004,8.760661e-11
Element_20,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,End-of-life: C2-C4,437.024,-7.804000000000021,,6.779725,2.585075,56.87165,7.891795e-11
