element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,Structural framing: girders,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,Structural columns,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,-0.0
Element_14,6,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,14547.652375407712,,,105.23971067016703,2.650814280759744,601.7839634178591,0.00035850784317873163
Element_15,7,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,38808.90607912243,,,151.8827479904656,6.950591450089659,2217.429254499313,0.0004857710128204045
Element_16,8,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Exterior finish,Enamel paint,"Paint, enamel, solvent based",661,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,2014.4164991415078,,,23.102076550935358,0.40280921463789576,1429.3236070508426,6.406521002971761e-07
Element_17,9,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Exterior finish,Formed steel sheet,"Steel, sheet",11388,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,29990.263904419106,,,117.58629036979968,5.386933818771647,1721.6400924644065,0.0003768324013523235
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Support,Galvanized steel support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,11811.897497696606,,,62.61796717759968,2.716884510526648,941.4142262396565,0.0002603272014580733
Element_19,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,11094.438965274272,,,19.58909049076224,1.1858666802944637,483.2479971619552,5.5419568656959834e-06
Element_20,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Support,Stainless steel fasteners,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,2037.626717481201,,,25.017044837935924,2.878659710583762,139.8293845310691,0.00012018544321024146
Element_21,13,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,6251.369627225009,,,29.08960022625536,1.5968082423648957,426.4018618006928,1.267052811783176e-06
Element_22,14,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,18925.01093034737,,,79.20051682198655,7.170591141699216,1099.4348676845689,0.0006805946827233975
Element_23,15,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,281.49511114368,,,0.5664283462656,0.045448453532159795,215.992993442688,1.1624604981696005e-07
Element_24,16,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Rainscreen: formed steel panel,Replacement: B2-B5,1450.410130201252,,,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_25,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Glazing: triple pane IGU,Replacement: B2-B5,167534.2184448478,,,1230.351651941776,54.470944759103595,17648.59750000698,0.0001413679944772966
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,Replacement: B2-B5,122945.19260971366,,,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,Replacement: B2-B5,103071.69328107749,,,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
