element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,102,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural framing: girders,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",76129,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,Enhanced Waste Management,3704.426207571084,-4365.99815,0.0,5968.5136,33.12480591100128,5.361891794808408,310.21902464462437,0.00023844254123272935
Element_11,103,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural columns,Glue laminated timber,"Glue laminated timber (Glulam), AWC - EPD",107537,Calculated from takeoff from Revit,Glue laminated timber (Glulam),A5: Construction,Enhanced Waste Management,5232.734977256652,-6167.246950000002,0.0,8430.900800000001,46.79087145833185,7.574009351736024,438.20388095481326,0.00033681508435083287
Element_12,104,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,Enhanced Waste Management,14163.145048246655,-190.1583796376,0.0,0.0,35.898611357403524,2.494645511911872,793.6505717073296,1.800107255844832e-06
Element_13,105,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Steel reinforcement,"Steel, reinforcing rod",142771,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,Enhanced Waste Management,4328.533750319384,-21.843963,0.0,0.0,18.418337874290472,0.5872648213919442,240.9961986980693,-1.7173271005003323e-05
Element_14,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette","3/8"" Synthetic stucco",A5: Construction,Enhanced Waste Management,310.952968822536,4.692,0.0,0.0,0.7584540833491199,0.07740972986203197,18.6050964241176,7.503251764579199e-08
Element_15,47,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,Enhanced Waste Management,572.5011088060725,-4.496318625,0.0,0.0,2.2492780323342,0.10340348450074499,33.49236245040976,7.118583939047221e-06
Element_16,48,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Insultion,"XPS insulation, Foamular average, Owens Corning - EPD",3969,"Kaleidoscope Calculator, Payette","2.5"" XPS insulation",A5: Construction,Enhanced Waste Management,22239.64639870407,0.0,0.0,0.0,5.5848202869564,2.4994820788295398,79.13667991124699,0.012832750730177497
Element_17,49,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A5: Construction,Enhanced Waste Management,288.523842310796,1.0750399999999993,0.0,0.0,1.3445729086083202,0.07388409675215199,20.097949963683604,8.400336052201202e-08
Element_18,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A5: Construction,Enhanced Waste Management,1263.766797425286,-47.20716000000001,0.0,0.0,5.31602703312912,0.476442511307532,76.53966859414261,4.456502793381454e-05
Element_19,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,Enhanced Waste Management,64.691875460644,1.2725000000000002,0.0,0.0,0.24938287575648,0.01308714066912799,4.9103541180204004,1.4969781035668e-08
Element_20,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,Enhanced Waste Management,753.4510309507438,-1.8386400000000047,0.0,0.0,1.43023361974848,0.08624571198532799,36.4147930919304,5.421083200693678e-07
Element_21,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,A5: Construction,Enhanced Waste Management,395.39372301130004,2.4966499999999994,0.0,0.0,2.946897545696,0.1290816432906,40.523561934830006,2.3333009824735003e-07
Element_22,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,Enhanced Waste Management,2683.287897708054,-33.13674,0.0,0.0,7.48362464308368,0.756643242721548,105.7648637468514,1.92188390286438e-07
Element_23,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,Enhanced Waste Management,2254.523826556875,-81.06405,0.0,0.0,8.695129882949999,0.7805693004637498,104.71305150506251,0.00010267829922825376
