element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,-0.0
Element_12,42,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Exterior finish,Glass Fiber Reinforced Concrete (GFRC) Panel,GFRC,170263,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,56769.13571977604,,,201.29267175045214,8.913216622401375,2685.3938034207567,4.312796236248056e-06
Element_13,43,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Support,Galvanized steel support system,Galvanized steel,97036,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,283777.9860328021,,,1504.3815456909044,65.27249451930277,22617.249531416517,0.006254298172984761
Element_14,44,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Insulation,"4.5"" Mineral Wool insulation","Mineral wool, low density, NAIMA - EPD",10632,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,18488.003831620226,,,133.74475302955008,3.3688091600570877,764.7821060313983,0.0004556126450724689
Element_15,45,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,6251.369627225009,,,29.08960022625536,1.5968082423648957,426.4018618006928,1.267052811783176e-06
Element_16,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,18925.01093034737,,,79.20051682198655,7.170591141699216,1099.4348676845689,0.0006805946827233975
Element_17,47,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,,,,,,,
Element_18,48,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,,,,,,,
Element_19,49,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Rainscreen: GFRC,Replacement: B2-B5,1450.410130201252,,,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_20,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,Replacement: B2-B5,114093.06689730551,,,856.1575493594323,37.540988990133556,12063.623422473454,9.205825933027232e-05
Element_21,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,Replacement: B2-B5,122945.19260971366,,,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_22,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,Replacement: B2-B5,103071.69328107749,,,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
