element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,3893.7002538960874,-19.971701999999997,0.0,16.513739366916187,0.5179161917201112,209.88268155106113,-1.6087045919684874e-05
Element_14,0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Exterior finish,"Fluoropolymer coating, metal stock",479,"Kaleidoscope Calculator, Payette","Fluoropolymer coating, metal stock",A5: Construction,290.91777599999995,-28.751496,0.0,1.1611391100000001,0.049868211,17.5893111,0.0001349343001162533
Element_15,1,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10981,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",A5: Construction,1735.898232394672,-88.72648000000001,0.0,12.557725673930241,0.31630834347926395,71.80785541359519,4.2778938842769785e-05
Element_16,2,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,131.85546638193202,2.5450000000000004,0.0,0.51138727726944,0.02691053700738399,10.225648854061198,4.4875034216504004e-08
Element_17,3,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1130.3564877414299,-8.99263725,0.0,4.4237693589455995,0.20244441116765996,64.585318092213,1.414867027632246e-05
Element_18,4,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1447.1007346009917,-3.6772800000000094,0.0,2.55509875966464,0.15467826264710396,63.0323474559072,7.22863939003824e-07
Element_19,5,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Curtain wall: steel spandrel,Exterior finish + support,"Stainless steel, extruded, chromium 18/8",31445,"Kaleidoscope Calculator, Payette",Steel curtain wall system,A5: Construction,7556.385694994911,-361.64422825,0.0,77.72733938002722,9.621584360647422,532.6193930060809,0.00036223693421969503
Element_20,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,A5: Construction,829.3773190339,4.993299999999999,0.0,6.090849762087999,0.26965814237179997,87.36929455449001,6.998415568182999e-07
Element_21,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,5345.443156944072,-66.27348,0.0,14.85933794077824,1.506991656962064,208.0675718291352,2.56681688529084e-07
Element_22,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,4481.3779687425,-162.1281,0.0,17.2489677606,1.552896567285,204.89298450675,0.00020518940291690252
