element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Tally dist_truck,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,24,Transportation: A4,3173.6530614979206,,,16.2058879736064,0.9453434651270402,519.938905819872,1.9176967435434243e-05
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,431,Transportation: A4,4255.46066320292,,,21.7300118972064,1.2675840273370398,697.1712150353719,2.5713847411694238e-05
Element_12,73,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,Formed Steel Sheet,"Steel, sheet",11388,"Kaleidoscope Calculator, Payette",418,Transportation: A4,720.1109247446401,,,3.6771621689088,0.21450112651967998,117.975619585824,4.35130856654208e-06
Element_13,74,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,Enamel Paint,"Paint, enamel, solvent based",661,"Kaleidoscope Calculator, Payette",642,Transportation: A4,96.29492649228,,,0.49171877357759997,0.028683595125359996,15.775977318948,5.8186721540016e-07
Element_14,75,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Stainless Steel Fasteners,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",1001,Transportation: A4,73.36746579162,,,0.37464237851040005,0.02185413874644,12.019776310542,4.4332681457064e-07
Element_15,76,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Galvanized Steel Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",431,Transportation: A4,263.34603426964,,,1.3447457069088,0.07844349956968,43.143924763323994,1.59128241984208e-06
Element_16,77,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Thermal break,Thermal Break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",840,Transportation: A4,18.298582041600003,,,0.09343956787200003,0.005450641459200001,2.99785280256,1.1057015531520003e-07
Element_17,78,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Insulation,"3.5"" Mineral Wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",172,Transportation: A4,217.68172309792,,,1.1115662456064,0.06484136432704,35.662750379872,1.3153533906342401e-06
Element_18,79,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",172,Transportation: A4,174.82709747728,,,0.8927341147776001,0.052076156695360004,28.641886182448005,1.05640203582016e-06
Element_19,80,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",172,Transportation: A4,787.3854437803201,,,4.0206916278144,0.23454034495584,128.99718972571202,4.757818426247041e-06
Element_20,81,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",431,Transportation: A4,976.381991381,,,4.98578038152,0.290837188922,159.9604539071,5.899840118132e-06
Element_21,82,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",172,Transportation: A4,797.35103067328,,,4.0715797310976,0.23750881764735998,130.62984970604802,4.81803601513216e-06
Element_22,83,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",642,Transportation: A4,74.15146381932,,,0.3786457726944,0.02208767007384,12.148218540612,4.4806416435504e-07
Element_23,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,"Glazing, double pane IGU",Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",940,Transportation: A4,7538.729885794802,,,38.49564197001601,2.2455791149176005,1235.0685132046801,4.5553176331185604e-05
Element_24,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,172,Transportation: A4,281.76851296048005,,,1.4388179385216004,0.08393104641376001,46.16207552756801,1.7026012272505603e-06
Element_25,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,250,Transportation: A4,368.92912495,,,1.8838934040000002,0.1098937819,60.44158004500001,2.2292738614e-06
