element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Tally dist_truck,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,24,Transportation: A4,3173.6530614979206,,,16.2058879736064,0.9453434651270402,519.938905819872,1.9176967435434243e-05
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,431,Transportation: A4,4255.46066320292,,,21.7300118972064,1.2675840273370398,697.1712150353719,2.5713847411694238e-05
Element_12,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168,"Kaleidoscope Calculator, Payette",172,Transportation: A4,1929.8372028121603,,,9.8544878441472,0.57484512424192,316.1648183330561,1.1661143948907523e-05
Element_13,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S Mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette",172,Transportation: A4,294.77841752048005,,,1.5052514937216004,0.08780633713376002,48.293485423568015,1.7812142675705603e-06
Element_14,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized Steel Backer Tray,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",431,Transportation: A4,27.710340323,,,0.14149961016,0.008254143926,4.5397791593,1.67441205356e-07
Element_15,53,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, Sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette",418,Transportation: A4,1059.7417446255201,,,5.4114472065984005,0.31566775371824,173.617264545032,6.40354586114144e-06
Element_16,54,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized Steel Support System,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",431,Transportation: A4,263.34603426964,,,1.3447457069088,0.07844349956968,43.143924763323994,1.59128241984208e-06
Element_17,55,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal Break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",840,Transportation: A4,18.298582041600003,,,0.09343956787200003,0.005450641459200001,2.99785280256,1.1057015531520003e-07
Element_18,56,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral Wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",172,Transportation: A4,217.68172309792,,,1.1115662456064,0.06484136432704,35.662750379872,1.3153533906342401e-06
Element_19,57,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",172,Transportation: A4,174.82709747728,,,0.8927341147776001,0.052076156695360004,28.641886182448005,1.05640203582016e-06
Element_20,58,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",172,Transportation: A4,787.3854437803201,,,4.0206916278144,0.23454034495584,128.99718972571202,4.757818426247041e-06
Element_21,59,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",431,Transportation: A4,976.381991381,,,4.98578038152,0.290837188922,159.9604539071,5.899840118132e-06
Element_22,60,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",172,Transportation: A4,797.35103067328,,,4.0715797310976,0.23750881764735998,130.62984970604802,4.81803601513216e-06
Element_23,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",642,Transportation: A4,74.15146381932,,,0.3786457726944,0.02208767007384,12.148218540612,4.4806416435504e-07
Element_24,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",940,Transportation: A4,11576.96190339,,,59.116401208800006,3.4484567371800003,1896.6512054490001,6.995440809707999e-05
Element_25,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,172,Transportation: A4,281.76851296048005,,,1.4388179385216004,0.08393104641376001,46.16207552756801,1.7026012272505603e-06
Element_26,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,250,Transportation: A4,368.92912495,,,1.8838934040000002,0.1098937819,60.44158004500001,2.2292738614e-06
