element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon_truck,Stored Biogenic Carbon_rail,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_15,7,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,811.81605298575,0.0,0.0,0.0,0.0,0.0,5.0913377967899995,0.301633929114,166.60358210782502
Element_16,8,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,Enamel paint,"Paint, enamel, solvent based",661,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,48.14746324614,0.0,0.0,0.0,0.0,0.0,0.2458593867888,0.01434179756268,7.887988659474001
Element_17,9,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,Formed steel sheet,"Steel, sheet",11388,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,600.5628344944801,0.0,0.0,0.0,0.0,0.0,3.7860255225936,0.22437946787256002,123.94477687456799
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Galvanized steel support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,218.95993576022997,0.0,0.0,0.0,0.0,0.0,1.3732162511675998,0.08135555523815999,44.935684015593
Element_19,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,598.01327300496,0.0,0.0,0.0,0.0,0.0,3.0536847983232,0.17813161323552,97.972387279536
Element_20,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Stainless steel fasteners,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,55.025599343715015,0.0,0.0,0.0,0.0,0.0,0.28098178388280004,0.01639060405983,9.014832232906501
Element_21,13,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,131.12032310796,0.0,0.0,0.0,0.0,0.0,0.6695505860832001,0.03905711752152,21.481414636836003
Element_22,14,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,590.53908283524,0.0,0.0,0.0,0.0,0.0,3.0155187208608,0.17590525871687998,96.747892294284
Element_23,15,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,13.723936531200001,0.0,0.0,0.0,0.0,0.0,0.07007967590400001,0.0040879810944,2.24838960192
Element_24,16,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,37.07573190966,0.0,0.0,0.0,0.0,0.0,0.18932288634720001,0.01104383503692,6.074109270306001
Element_25,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",A4: Transportation,Regionally-Specific Distances,5654.047414346101,0.0,0.0,0.0,0.0,0.0,28.871731477512004,1.6841843361882,926.30138490351
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,A4: Transportation,Regionally-Specific Distances,211.32638472036,0.0,0.0,0.0,0.0,0.0,1.0791134538912002,0.06294828481032,34.621556645676
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,A4: Transportation,Regionally-Specific Distances,276.69684371249997,0.0,0.0,0.0,0.0,0.0,1.4129200530000001,0.08242033642499999,45.33118503375
