element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,36,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",227907,Calculated from takeoff from Revit,Structural framing: girders,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_11,37,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",136704,Calculated from takeoff from Revit,Structural columns,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_12,38,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,-0.0
Element_14,6,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Exterior finish + support,Aluminum Curtain Wall System,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,Replacement: B2-B5,111945.24103424003,,,714.2580315983745,16.818533349638518,6889.697085988685,1.8789453135108804e-05
Element_15,7,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Insulation,"5"" mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,Replacement: B2-B5,18790.572743085795,,,135.93357799448063,3.423942041344704,777.2982917395873,0.00046306905969261937
Element_16,8,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,Replacement: B2-B5,,,,,,,
Element_17,9,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,Replacement: B2-B5,,,,,,,
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,Replacement: B2-B5,1450.410130201252,,,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_19,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,Replacement: B2-B5,114093.06689730551,,,856.1575493594323,37.540988990133556,12063.623422473454,9.205825933027232e-05
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,Replacement: B2-B5,122945.19260971366,,,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,Replacement: B2-B5,103071.69328107749,,,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
