element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,Structural framing: girders,Replacement: B2-B5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,Structural columns,Replacement: B2-B5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
Element_14,0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Exterior finish,"Fluoropolymer coating, metal stock","Fluoropolymer coating, metal stock",479,"Kaleidoscope Calculator, Payette",Curtain wall: steel spandrel,Replacement: B2-B5,9988.176975999999,-987.134696,0.0,39.865776110000006,1.712141911,603.8996811000001,0.00463274430399131
Element_15,1,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Insulation,"5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10981,"Kaleidoscope Calculator, Payette",Curtain wall: steel spandrel,Replacement: B2-B5,19094.88055634139,-975.9912800000001,0.0,138.13498241323265,3.4793917782719035,789.8864095495471,0.0004705683272704676
Element_16,2,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Curtain wall: steel spandrel,Replacement: B2-B5,1450.410130201252,27.995000000000005,0.0,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_17,3,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Curtain wall: steel spandrel,Replacement: B2-B5,38808.90607912243,-308.74721224999996,0.0,151.8827479904656,6.950591450089659,2217.429254499313,0.0004857710128204045
Element_18,4,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Curtain wall: steel spandrel,Replacement: B2-B5,11094.438965274272,-28.192480000000074,0.0,19.58909049076224,1.1858666802944637,483.2479971619552,5.5419568656959834e-06
Element_19,5,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO1,Exterior finish + support,Steel curtain wall system,"Stainless steel, extruded, chromium 18/8",31445,"Kaleidoscope Calculator, Payette",Curtain wall: steel spandrel,Replacement: B2-B5,158684.09959489314,-7594.5287932500005,0.0,1632.2741269805713,202.05327157359585,11185.0072531277,0.007606975618613501
Element_20,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,Replacement: B2-B5,114093.06689730551,-57.11428800000015,0.0,856.1575493594323,37.540988990133556,12063.623422473454,9.205825933027232e-05
Element_21,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,Replacement: B2-B5,122945.19260971366,-1524.29004,0.0,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_22,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,Replacement: B2-B5,103071.69328107749,-3728.9462999999996,0.0,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
