element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities)
Element_11,103,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural columns,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",107537,Calculated from takeoff from Revit
Element_12,104,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit
Element_13,105,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR8,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit
Element_14,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette"
Element_15,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette"
Element_16,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel backer tray,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette"
Element_17,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168,"Kaleidoscope Calculator, Payette"
Element_18,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette"
Element_19,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette"
Element_20,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette"
Element_21,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette"
Element_22,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette"
Element_23,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette"
Element_24,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette"
Element_25,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette"
Element_26,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested"
Element_27,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,
Element_28,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,
