element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,4644.335551573312,-4.5675504,0.0,0.0,24.912732476119043,0.5866742959069441,160.61668962881922,2.564382989915264e-06
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,2309.8620238576123,-2.2716729,0.0,0.0,12.390356815975041,0.291782680523544,79.88277066794922,1.275396839279864e-06
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,11251.192859103097,-152.12694735739998,0.0,0.0,28.31378788298032,1.972086019256352,621.9230016139436,9.606639252427123e-07
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,3893.7002538960874,-19.971701999999997,0.0,0.0,16.513739366916187,0.5179161917201112,209.88268155106113,-1.6087045919684874e-05
Element_14,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",A5: Construction,1322.5138523097921,-67.59728,0.0,0.0,9.56724642456064,0.240983116432704,54.70763303798719,3.259162210715742e-05
Element_15,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1130.3564877414299,-8.99263725,0.0,0.0,4.4237693589455995,0.20244441116765996,64.585318092213,1.414867027632246e-05
Element_16,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Galvanized steel backer tray,A5: Construction,544.4250340323,8.466,0.0,0.0,2.037277461016,0.10411316439259999,30.375252915930005,1.3922464360600002e-08
Element_17,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"Brick, generic",74168,"Kaleidoscope Calculator, Payette","3/4"" Brick",A5: Construction,1242.758300140608,-1.1125199999999933,0.0,0.0,2.6973681922073602,0.14385099221209602,53.522668916652805,5.833228672213763e-07
Element_18,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Type S mortar,A5: Construction,496.413797628072,-7.307204999999996,0.0,0.0,1.15278314905824,0.08036324957006401,27.500274813535203,2.67258848794584e-07
Element_19,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet",16759,"Kaleidoscope Calculator, Payette","Steel, sheet",A5: Construction,4012.2523930625525,-16.785814400000003,0.0,0.0,15.731301212659844,0.720691827671824,230.3299031645032,5.041458484420275e-05
Element_20,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,A5: Construction,1073.808863426964,-20.27578,0.0,0.0,5.6925424706908805,0.246989500956968,85.58311147633242,2.3666109223461208e-05
Element_21,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A5: Construction,568.3063297477281,2.1500799999999987,0.0,0.0,2.64450911147776,0.145164385669536,38.7638056182448,1.15186619253016e-07
Element_22,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A5: Construction,2468.479686567048,-94.41432000000002,0.0,0.0,10.33050219417216,0.935294496743376,143.4045479588568,8.877321948566055e-05
Element_23,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,131.85546638193202,2.5450000000000004,0.0,0.0,0.51138727726944,0.02691053700738399,10.225648854061198,4.4875034216504004e-08
Element_24,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1447.1007346009917,-3.6772800000000094,0.0,0.0,2.55509875966464,0.15467826264710396,63.0323474559072,7.22863939003824e-07
Element_25,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,A5: Construction,13.40452910208,0.04704,0.0,0.0,0.026972778393600003,0.002164212072959995,10.285380640128,5.535526181760003e-09
Element_26,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A5: Construction,564.8171628579481,-0.2827440000000008,0.0,0.0,4.23840370970016,0.185846480149176,59.7209080320468,4.5573395708055604e-07
Element_27,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,5345.443156944072,-66.27348,0.0,0.0,14.85933794077824,1.506991656962064,208.0675718291352,2.56681688529084e-07
Element_28,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,4481.3779687425,-162.1281,0.0,0.0,17.2489677606,1.552896567285,204.89298450675,0.00020518940291690252
