element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Tally dist_truck,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,431,Transportation: A4,4255.46066320292,,,21.7300118972064,1.2675840273370398,697.1712150353719,2.5713847411694238e-05
Element_14,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette",642,Transportation: A4,227.84457645071998,,,1.1634616669823998,0.06786859724064,37.327728482352,1.37676297259584e-06
Element_15,47,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",431,Transportation: A4,976.381991381,,,4.98578038152,0.290837188922,159.9604539071,5.899840118132e-06
Element_16,48,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Insultion,"2.5"" XPS insulation","XPS insulation, Foamular average, Owens Corning - EPD",3969,"Kaleidoscope Calculator, Payette",1190,Transportation: A4,1071.7536684834,,,5.472784690128,0.3192457735908,175.58517547493997,6.476128549984799e-06
Element_17,49,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",172,Transportation: A4,174.82709747728,,,0.8927341147776001,0.052076156695360004,28.641886182448005,1.05640203582016e-06
Element_18,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",172,Transportation: A4,787.3854437803201,,,4.0206916278144,0.23454034495584,128.99718972571202,4.757818426247041e-06
Element_19,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",642,Transportation: A4,74.15146381932,,,0.3786457726944,0.02208767007384,12.148218540612,4.4806416435504e-07
Element_20,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",172,Transportation: A4,797.35103067328,,,4.0715797310976,0.23750881764735998,130.62984970604802,4.81803601513216e-06
Element_21,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",940,Transportation: A4,7538.729885794802,,,38.49564197001601,2.2455791149176005,1235.0685132046801,4.5553176331185604e-05
Element_22,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,172,Transportation: A4,281.76851296048005,,,1.4388179385216004,0.08393104641376001,46.16207552756801,1.7026012272505603e-06
Element_23,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,250,Transportation: A4,368.92912495,,,1.8838934040000002,0.1098937819,60.44158004500001,2.2292738614e-06
