element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_12,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,244.89193848515998,0.0,0.0,0.0,1.2505120263072,0.07294653486792,40.120594177356
Element_13,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,1217.724079478625,0.0,0.0,0.0,7.637006695185,0.452450893671,249.90537316173754
Element_14,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel backer tray,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,31.174132863375,0.0,0.0,0.0,0.15918706143,0.00928591191675,5.1072515542125
Element_15,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,2171.06685316368,0.0,0.0,0.0,11.086298824665601,0.64670076477216,355.68542062468805
Element_16,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,331.62571971054,0.0,0.0,0.0,1.6934079304368002,0.09878212927548002,54.33017110151401
Element_17,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,1325.71556155071,0.0,0.0,0.0,8.357481787822202,0.49530762672237005,273.602544209811
Element_18,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,328.43990364034494,0.0,0.0,0.0,2.0598243767513997,0.12203333285724,67.4035260233895
Element_19,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,196.68048466194,0.0,0.0,0.0,1.0043258791248002,0.05858567628228001,32.222121955254
Element_20,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,885.80862425286,0.0,0.0,0.0,4.5232780812912,0.26385788807531996,145.121838441426
Element_21,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,55.61359786449,0.0,0.0,0.0,0.2839843295208,0.016565752555380002,9.111163905459001
Element_22,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,897.0199095074399,0.0,0.0,0.0,4.5805271974848,0.26719741985328,146.95858091930398
Element_23,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,9.1492910208,0.0,0.0,0.0,0.046719783936,0.0027253207296,1.49892640128
Element_24,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",A4: Transportation,Regionally-Specific Distances,3769.3649428974,0.0,0.0,0.0,19.247820985008,1.1227895574588,617.53425660234
Element_25,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,A4: Transportation,Regionally-Specific Distances,316.98957708054,0.0,0.0,0.0,1.6186701808368003,0.09442242721548,51.932334968514
Element_26,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,A4: Transportation,Regionally-Specific Distances,415.04526556875,0.0,0.0,0.0,2.1193800795,0.12363050463749999,67.99677755062501
