element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_14,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"3/4"" Brick","Brick, generic",74168,"Kaleidoscope Calculator, Payette",Product: A1-A3,21434.552,0.0,,37.306504,1.9580352,619.3027999999999,5.043424e-09
Element_15,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Type S Mortar,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Product: A1-A3,2786.9339999999997,-45.316,,5.143365999999999,0.3953821,114.4229,4.701535e-10
Element_16,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized Steel Backer Tray,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Product: A1-A3,5397.5,85.0,,20.145,1.0285,297.5,-2.822e-08
Element_17,53,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, Sheet","Steel, sheet",16759,"Kaleidoscope Calculator, Payette",Product: A1-A3,39048.47,-167.59,,151.83654,6.887949,2128.393,0.0004977423
Element_18,54,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized Steel Support System,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Product: A1-A3,10420.62,-201.95000000000002,,55.3343,2.378971,807.8000000000001,0.0002350698
Element_19,55,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,Thermal Break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Product: A1-A3,248.64,0.96,,0.42816000000000004,0.031008,202.56,1.4016e-10
Element_20,56,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"3.5"" Mineral Wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",Product: A1-A3,12632.66,-669.28,,92.8626,2.25882,477.6986,0.0003246008
Element_21,57,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Product: A1-A3,5207.225,26.876,,24.188399999999998,1.3303619999999998,331.91859999999997,9.54098e-08
Element_22,58,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Product: A1-A3,14313.453,-605.22,,58.706340000000004,5.689068,705.0813,0.0005870634
Element_23,59,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Product: A1-A3,36688.75,-299.5,,142.41225,6.454225,1991.6750000000002,0.0004657225
Element_24,60,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Product: A1-A3,7477.1359999999995,0.0,,6.741680000000001,0.4780464,166.09048,8.090016e-10
Element_25,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Product: A1-A3,1221.6,25.450000000000003,,4.6319,0.241775,88.05699999999999,6.8206e-10
Element_26,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,"Glazing, double pane IGU",Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Product: A1-A3,47359.62,0.0,,378.1701,15.975036,4594.59,1.9933452000000002e-08
Element_27,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,Product: A1-A3,34869.380000000005,-433.16,,90.09728,7.092995,1277.822,8.522423e-09
Element_28,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Product: A1-A3,29069.9,-1073.05,,106.3295,7.657675,1248.64,0.0013657
