element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,Structural framing: girders,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,Structural columns,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
Element_14,40,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,77617.81215824487,-617.4944244999999,0.0,303.7654959809312,13.901182900179318,4434.858508998626,0.000971542025640809
Element_15,41,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Exterior finish + insulation,Insulated 24 ga. steel sandwich panel with polyurethane foam,"Insulated metal panel (IMP), Kingspan, Laminated metal panel - EPD",29658,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,286502.2916112337,-6801.2308557648,0.0,781.0129336371466,50.610634320735215,14496.929861175568,-0.0003917759110132019
Element_16,42,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Exterior finish,Fluoropolymer coating,"Fluoropolymer coating, metal stock",753,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,33537.53568,-3314.52528,0.0,133.8582498,5.748898979999999,2027.7280979999998,0.015555474013401741
Element_17,43,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,2900.820260402504,55.99000000000001,0.0,11.25052009992768,0.5920318141624475,224.96427478934638,9.87250752763088e-07
Element_18,44,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,22188.877930548544,-56.38496000000015,0.0,39.17818098152448,2.3717333605889275,966.4959943239104,1.1083913731391967e-05
Element_19,45,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Support,Stainless steel fasteners,"Fasteners, stainless steel",2077,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,26205.267444015197,-1657.5201488999999,0.0,321.73623608912015,37.02152457512368,1798.3011248980217,0.001545666659737904
Element_20,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,B2-B5: Replacement,57046.53344865276,-28.557144000000076,0.0,428.07877467971616,18.770494495066778,6031.811711236727,4.602912966513616e-05
Element_21,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,81963.4617398091,-1016.1933600000001,0.0,227.84318175859968,23.10720540675165,3190.3694347134065,3.935785890779289e-06
Element_22,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,68714.462187385,-2485.9642,0.0,264.4841723292,23.81108069837,3141.6924291035,0.0031462375113925005
