element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_13,39,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR3,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,3893.7002538960874,-19.971701999999997,0.0,16.513739366916187,0.5179161917201112,209.88268155106113,-1.6087045919684874e-05
Element_14,53,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Insulation,"Mineral wool, low density, NAIMA - EPD",10632,"Kaleidoscope Calculator, Payette","4.5"" Mineral wool insulation",A5: Construction,1680.7276210563841,-85.90656000000001,0.0,12.15861391177728,0.306255378187008,69.52564600285439,4.141933137022445e-05
Element_15,54,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1130.3564877414299,-8.99263725,0.0,4.4237693589455995,0.20244441116765996,64.585318092213,1.414867027632246e-05
Element_16,55,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Support,Galvanized steel,97036,"Kaleidoscope Calculator, Payette",Galvanized steel support system,A5: Construction,25797.998730254738,-487.12072,0.0,136.76195869917314,5.933863138118433,2056.113593765138,0.0005685725611804361
Element_17,56,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A5: Construction,568.3063297477281,2.1500799999999987,0.0,2.64450911147776,0.145164385669536,38.7638056182448,1.15186619253016e-07
Element_18,57,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A5: Construction,2468.479686567048,-94.41432000000002,0.0,10.33050219417216,0.935294496743376,143.4045479588568,8.877321948566055e-05
Element_19,58,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,131.85546638193202,2.5450000000000004,0.0,0.51138727726944,0.02691053700738399,10.225648854061198,4.4875034216504004e-08
Element_20,59,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Exterior finish,GFRC,170263,"Kaleidoscope Calculator, Payette",Glass fiber reinforced concrete (GFRC) Panel,A5: Construction,7404.669876492527,-600.1770750000001,0.0,26.25556588049376,1.1625934724871358,350.2687569679248,5.62538639510616e-07
Element_21,60,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO7,Rainscreen: GFRC,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1447.1007346009917,-3.6772800000000094,0.0,2.55509875966464,0.15467826264710396,63.0323474559072,7.22863939003824e-07
Element_22,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,A5: Construction,829.3773190339,4.993299999999999,0.0,6.090849762087999,0.26965814237179997,87.36929455449001,6.998415568182999e-07
Element_23,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,5345.443156944072,-66.27348,0.0,14.85933794077824,1.506991656962064,208.0675718291352,2.56681688529084e-07
Element_24,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,4481.3779687425,-162.1281,0.0,17.2489677606,1.552896567285,204.89298450675,0.00020518940291690252
