element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_14,46,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,4855.285942918328,71.944,0.0,0.0,12.07562291702976,1.2129654868267359,299.58710775470485,1.6782577433972161e-06
Element_15,47,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,38808.90607912243,-308.74721224999996,0.0,0.0,151.8827479904656,6.950591450089659,2217.429254499313,0.0004857710128204045
Element_16,48,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Insultion,"2.5"" XPS insulation","XPS insulation, Foamular average, Owens Corning - EPD",3969,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,341418.75035304774,0.0,0.0,0.0,87.7318118645472,38.44776942192942,1280.736742571181,0.19677132704533237
Element_17,49,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,6251.369627225009,23.650879999999987,0.0,0.0,29.08960022625536,1.5968082423648957,426.4018618006928,1.267052811783176e-06
Element_18,50,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,18925.01093034737,-723.8431200000001,0.0,0.0,79.20051682198655,7.170591141699216,1099.4348676845689,0.0006805946827233975
Element_19,51,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,1450.410130201252,27.995000000000005,0.0,0.0,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_20,52,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",EIFS (XPS),B2-B5: Replacement,11094.438965274272,-28.192480000000074,0.0,0.0,19.58909049076224,1.1858666802944637,483.2479971619552,5.5419568656959834e-06
Element_21,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Glazing: triple pane IGU,B2-B5: Replacement,167534.2184448478,1008.6465999999997,0.0,0.0,1230.351651941776,54.470944759103595,17648.59750000698,0.0001413679944772966
Element_22,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,122945.19260971366,-1524.29004,0.0,0.0,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_23,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,103071.69328107749,-3728.9462999999996,0.0,0.0,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
