element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,116,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",31185,Calculated from takeoff from Revit,Structural framing: girders,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_11,117,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Glue laminated timber,Glue laminated timber (Glulam),"Glue laminated timber (Glulam), AWC - EPD",71691,Calculated from takeoff from Revit,Structural columns,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_12,118,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_13,119,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR9,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,RICS Replacement Rates,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Insulation,"5"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,B2-B5: Replacement,RICS Replacement Rates,18945.216274628685,-960.4372800000001,0.0,0.0,136.72324709172094,3.470006072017055,802.6335086093808,0.0004640035014576871
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,B2-B5: Replacement,RICS Replacement Rates,1423.221260134168,27.995000000000005,0.0,0.0,5.48642326664256,0.28791709472081567,108.0277905964488,3.29335182784696e-07
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,B2-B5: Replacement,RICS Replacement Rates,39311.74280468364,-308.74721224999996,0.0,0.0,154.4504248869484,7.10037260238449,2299.8088882614697,0.0004888094304812424
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Exterior finish + support,Aluminum curtain wall system,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,B2-B5: Replacement,RICS Replacement Rates,111392.29356309335,-0.4410467999999963,0.0,0.0,711.4344700435831,16.65382559227568,6799.107819439124,1.5448238628605488e-05
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Curtain wall: aluminum spandrel,B2-B5: Replacement,RICS Replacement Rates,11552.915807911406,-28.192480000000074,0.0,0.0,21.930248836143363,1.3224342504416957,558.3601607429327,8.312327574396974e-06
Element_19,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,B2-B5: Replacement,RICS Replacement Rates,54508.49438710183,-28.557144000000076,0.0,0.0,415.11857521647744,18.014482859711183,5616.005311791151,3.0692893633637016e-05
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,RICS Replacement Rates,82287.49552971366,-1016.1933600000001,0.0,0.0,229.49782238789953,23.203726110127473,3243.4558215701095,5.893777302117432e-06
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,RICS Replacement Rates,69138.7306810775,-2485.9642,0.0,0.0,266.6506497438,23.937458547555,3211.20024615525,0.0031488011763331
