element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,76,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR6,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_11,77,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR6,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Element_12,40,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,39311.74280468364,-308.74721224999996,0.0,0.0,154.4504248869484,7.10037260238449,2299.8088882614697,0.0004888094304812424
Element_13,41,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Exterior finish + insulation,Insulated 24 ga. steel sandwich panel with polyurethane foam,"Insulated metal panel (IMP), Kingspan, Laminated metal panel - EPD",29658,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,141946.21769021265,-3400.6154278824,0.0,0.0,383.8430041016155,24.91661516854507,7034.678835085389,-0.00020377305305500096
Element_14,42,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Exterior finish,Fluoropolymer coating,"Fluoropolymer coating, metal stock",753,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,16768.76784,-1657.26264,0.0,0.0,66.9291249,2.8744494899999995,1013.8640489999999,0.007777737006700871
Element_15,43,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,1423.221260134168,27.995000000000005,0.0,0.0,5.48642326664256,0.28791709472081567,108.0277905964488,3.29335182784696e-07
Element_16,44,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,11552.915807911406,-28.192480000000074,0.0,0.0,21.930248836143363,1.3224342504416957,558.3601607429327,8.312327574396974e-06
Element_17,45,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Support,Stainless steel fasteners,"Fasteners, stainless steel",2077,"Kaleidoscope Calculator, Payette",Insulated metal panel,B2-B5: Replacement,12937.511495205066,-828.7600744499999,0.0,0.0,160.02494071620671,18.46157694340789,872.0986231643406,0.0007718355700304006
Element_18,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,B2-B5: Replacement,109016.98877420367,-57.11428800000015,0.0,0.0,830.2371504329549,36.02896571942237,11232.010623582302,6.138578726727403e-05
Element_19,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,123431.2432945705,-1524.29004,0.0,0.0,344.2467335818493,34.80558916519121,4865.1837323551645,8.840665953176148e-06
Element_20,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,103708.09602161625,-3728.9462999999996,0.0,0.0,399.9759746157,35.9061878213325,4816.800369232875,0.00472320176449965
