element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,End-of-life: C2-C4,80.482304,-1.5270079999999981,,0.36558368,0.018503744,7.2487968,1.4551488e-11
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,End-of-life: C2-C4,40.027904,-0.7594579999999991,,0.18182318,0.009202844,3.6051918,7.2371879999999994e-12
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,End-of-life: C2-C4,35227.1569,0.0,,79.9822545,4.05593072,1590.90386,3.18180772e-09
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,End-of-life: C2-C4,874.5778,-13.053400000000034,,3.981287,0.20167503,78.97306999999999,1.5859881e-10
Element_14,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Exterior finish,Brick,"Brick, generic",360492,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,7245.8892,-108.14759999999934,,32.985018000000004,1.6726828799999998,656.09544,1.31219088e-09
Element_15,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Exterior finish,Type N Mortar,Mortar type N,57846,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,1162.7046,-17.353799999999897,,5.292909,0.26840544,105.27972,2.1055944e-10
Element_16,13,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,162.36780000000002,-2.423400000000006,,0.7391369999999999,0.03744153,14.66157,2.944431e-11
Element_17,14,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Insulation,"4"" mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,421.6576,-7.52960000000002,,1.910636,0.09694359999999999,37.93036,7.614308e-11
Element_18,15,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,301.0112,-5.375200000000014,,1.363957,0.0692057,27.077569999999998,5.435671e-11
Element_19,16,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,1355.6928,-24.208800000000064,,6.142983,0.3116883,121.95182999999999,2.4481149e-10
Element_20,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,13.4176,-0.2545749999999997,,0.06094825,0.00308485,1.2084825,2.4259499999999998e-12
Element_21,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,1372.8512,-24.515200000000064,,6.220732,0.3156332,123.49531999999999,2.4790996e-10
Element_22,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO3,MV: brick,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",End-of-life: C2-C4,22.8032,,,0.103327,0.0052426999999999994,2.0512699999999997,4.11781e-12
Element_23,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,"Glazing, double pane IGU",Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",End-of-life: C2-C4,1583.3663999999999,-28.274400000000075,,7.174629,0.3640329,142.43229,2.8592487e-10
Element_24,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,End-of-life: C2-C4,485.1392,-8.663200000000023,,7.526155,2.869685,63.133070000000004,8.760661e-11
Element_25,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,End-of-life: C2-C4,437.024,-7.804000000000021,,6.779725,2.585075,56.87165,7.891795e-11
