element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),life_cycle_stage,scenario,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",65264,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,5307.08142391272,0.0,0.0,0.0,33.28357962968639,1.9718701251782398,1089.136846345752
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",116629,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,9483.936004374797,0.0,0.0,0.0,59.47889508198541,3.5237993507816405,1946.3247924193845
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",1092652,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,4462.94246984784,0.0,0.0,0.0,22.7894934630528,1.32938711867808,731.1629152729441
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",142771,Calculated from takeoff from Revit,A4: Transportation,Regionally-Specific Distances,11609.728517612202,0.0,0.0,0.0,72.81089034245458,4.313647181322359,2382.586980412315
Element_14,31,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,1217.724079478625,0.0,0.0,0.0,7.637006695185,0.452450893671,249.90537316173754
Element_15,32,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Exterior finish,"4"" granite veneer","Stone slab, granite",624440,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,23061.0262807134,0.0,0.0,0.0,117.758432071728,6.8692418708508,3778.08302896794
Element_16,33,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Exterior finish,Type S mortar,Mortar type S,22658,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,663.25143942108,0.0,0.0,0.0,3.3868158608736003,0.19756425855096005,108.66034220302802
Element_17,34,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,985.3197109210352,0.0,0.0,0.0,6.179473130254201,0.36609999857172004,202.2105780701685
Element_18,35,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Insulation,"4"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,275.51074886712,0.0,0.0,0.0,1.4068633984704002,0.08206703157744001,45.136867367592004
Element_19,36,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,196.68048466194,0.0,0.0,0.0,1.0043258791248002,0.05858567628228001,32.222121955254
Element_20,37,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,885.80862425286,0.0,0.0,0.0,4.5232780812912,0.26385788807531996,145.121838441426
Element_21,38,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,55.61359786449,0.0,0.0,0.0,0.2839843295208,0.016565752555380002,9.111163905459001
Element_22,39,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",A4: Transportation,Regionally-Specific Distances,897.0199095074399,0.0,0.0,0.0,4.5805271974848,0.26719741985328,146.95858091930398
Element_23,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",A4: Transportation,Regionally-Specific Distances,5788.480951694999,0.0,0.0,0.0,29.558200604399996,1.7242283685899997,948.3256027244998
Element_24,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,A4: Transportation,Regionally-Specific Distances,316.98957708054,0.0,0.0,0.0,1.6186701808368003,0.09442242721548,51.932334968514
Element_25,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,A4: Transportation,Regionally-Specific Distances,415.04526556875,0.0,0.0,0.0,2.1193800795,0.12363050463749999,67.99677755062501
