element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
Element_12,31,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_13,32,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Exterior finish,"4"" granite veneer","Stone slab, granite",624440,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_14,33,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Exterior finish,Type S mortar,Mortar type S,22658,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_15,34,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_16,35,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Insulation,"4"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_17,36,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_18,37,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_19,38,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Element_20,39,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",MV: granite,B2-B5: Replacement,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Element_21,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,B2-B5: Replacement,57046.53344865276,-28.557144000000076,0.0,428.07877467971616,18.770494495066778,6031.811711236727,4.602912966513616e-05
Element_22,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,B2-B5: Replacement,81963.4617398091,-1016.1933600000001,0.0,227.84318175859968,23.10720540675165,3190.3694347134065,3.935785890779289e-06
Element_23,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,B2-B5: Replacement,68714.462187385,-2485.9642,0.0,264.4841723292,23.81108069837,3141.6924291035,0.0031462375113925005
