element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,-0.0
Element_12,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Exterior finish,"6"" x 1' Tulipwood/Poplar Lumber","Tulipwood lumber, 1 inch",25945,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,30164.52368099786,,,128.5950218816912,11.48025823476532,2659.6590541209257,1.0000429188097919e-05
Element_13,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Exterior finish,Water based stain,"Wood stain, water based",208,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,309.56197854982406,,,0.7717198223820797,0.0758230029722878,22.245499634758396,2.05527919296128e-07
Element_14,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Support,Aluminum extrusion,"Aluminum extrusion, AEC - EPD",2717,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,22901.46944263721,,,141.30105731687092,3.2138348308174685,1440.1036750746073,5.3769042597207094e-06
Element_15,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Support,Galvanized steel support system,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,11811.897497696606,,,62.61796717759968,2.716884510526648,941.4142262396565,0.0002603272014580733
Element_16,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Thermal break,Thermal Break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,281.49511114368,,,0.5664283462656,0.045448453532159795,215.992993442688,1.1624604981696005e-07
Element_17,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Insulation,"3.5"" Mineral Wool insulation","Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,14547.652375407712,,,105.23971067016703,2.650814280759744,601.7839634178591,0.00035850784317873163
Element_18,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,6251.369627225009,,,29.08960022625536,1.5968082423648957,426.4018618006928,1.267052811783176e-06
Element_19,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,18925.01093034737,,,79.20051682198655,7.170591141699216,1099.4348676845689,0.0006805946827233975
Element_20,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Wall structure,"6"" Galvanized Steel Stud Framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,,,,,,,
Element_21,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Interior finish,Gypsum Wall Board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,,,,,,,
Element_22,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO9,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Rainscreen: wood,Replacement: B2-B5,1450.410130201252,,,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_23,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Glazing: double pane IGU,Replacement: B2-B5,114093.06689730551,,,856.1575493594323,37.540988990133556,12063.623422473454,9.205825933027232e-05
Element_24,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,Replacement: B2-B5,122945.19260971366,,,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_25,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,Replacement: B2-B5,103071.69328107749,,,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
